PROVIDER_ID,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score,std_weight_PatientExperience,std_weight_Readmission,std_weight_Mortality,std_weight_safety,std_weight_Process,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Process,summary_score,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,report_indicator,total_grp,cnt_grp,star
440034,-1.439118431,0.4519323867,-0.178540778,0.1267425793,-0.238330901,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.257176242,7,7,9,8,9,5,2,1,5,3) # of groups=5,3
440035,-1.694631905,-1.071785146,-0.40549248,-1.941782963,-0.515245672,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.186841829,6,7,8,8,10,5,2,1,5,3) # of groups=5,1
440039,0.9470073809,-0.148114826,0.2928700964,0.8328444252,-1.124216129,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2885076214,7,8,11,8,10,5,2,1,5,3) # of groups=5,4
440046,-0.3455509,0.5613813294,1.0788446251,-0.249615757,0.2414350059,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2588852463,5,7,8,8,10,5,2,1,5,3) # of groups=5,4
440048,0.4858770973,-0.685780008,-0.442154806,-0.863343201,0.805739422,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.234499471,7,8,11,8,10,5,2,1,5,3) # of groups=5,3
440049,-0.022181306,0.283290709,0.8888473804,-0.313436081,-0.440565483,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1311666968,7,8,11,8,11,5,2,1,5,3) # of groups=5,4
440050,-0.90133096,0.1357235177,-0.000862143,-1.097018739,-0.60150101,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.482147552,4,5,6,8,12,5,2,1,5,3) # of groups=5,2
440053,-1.420515344,-0.575567025,0.4634680273,-0.60879825,-0.246170997,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.50065129,6,8,8,8,10,5,2,1,5,3) # of groups=5,2
440056,-0.307364982,0.5303819489,1.2659403638,-0.918443032,-0.408435963,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0765008301,4,4,7,8,11,5,2,1,5,3) # of groups=5,4
440058,-0.466820616,-0.651645301,0.5545099696,-0.031469244,-0.745551487,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.220459721,5,4,8,8,10,5,2,1,5,3) # of groups=5,3
440059,-0.652425246,-0.409504804,-0.52531783,-0.405181549,-0.76993046,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.53072613,7,7,11,8,11,5,2,1,5,3) # of groups=5,2
440063,-2.019745765,-0.51822816,-0.97718212,-1.26006542,-0.400205575,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.098573391,7,7,11,8,9,5,2,1,5,3) # of groups=5,1
440065,-0.349966958,-0.24097172,0.5543402815,-1.081649737,0.0000389725,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.246009912,5,5,7,8,9,5,2,1,5,3) # of groups=5,3
440068,-1.19066709,0.5599265237,0.0335506254,0.5073685348,-0.583947996,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.089834469,3,3,8,8,10,5,2,1,5,3) # of groups=5,3
440072,-0.120241042,-0.973932648,0.290740799,-0.114944145,0.8297880842,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.102468378,4,5,7,8,10,5,2,1,5,3) # of groups=5,3
440073,-0.756956281,-0.345619702,-0.251930472,0.6546759409,0.1890093536,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.131281591,6,7,10,8,11,5,2,1,5,3) # of groups=5,3
440081,0.1588046742,1.284285919,-0.933179727,-0.5586933,-0.516015515,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.072653997,4,6,8,8,10,5,2,1,5,3) # of groups=5,3
440082,0.2092060226,0.7491777912,0.1136568386,-0.006670444,-0.34951398,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1924397681,7,8,11,8,10,5,2,1,5,3) # of groups=5,4
440084,-0.384638554,-1.082938744,1.070843932,-0.306634359,-1.581714912,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.344546689,3,3,6,8,9,5,2,1,5,3) # of groups=5,2
440091,0.8335613185,1.9481209288,0.9155774485,0.8191290521,-0.144171056,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.9763049978,7,7,11,8,11,5,2,1,5,3) # of groups=5,5
440104,-0.918542089,-0.009251819,0.3687646552,-1.259041445,-0.123963749,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.414851203,7,8,11,8,10,5,2,1,5,3) # of groups=5,2
440110,0.3482563525,0.7243391797,0.4098886416,0.4984008435,0.1313254812,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4515537615,4,3,6,8,9,5,2,1,5,3) # of groups=5,5
440120,-0.32469761,-0.127631285,0.7830771002,-0.249615757,-0.275927857,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.015262204,7,7,9,8,10,5,2,1,5,3) # of groups=5,3
440125,-0.418588745,0.426240022,0.4203696246,-0.087248244,-0.145052397,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0575636971,7,8,11,8,10,5,2,1,5,3) # of groups=5,4
440130,0.0123398647,0.7211636653,0.1575348013,-0.169796777,0.6033828441,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2310790832,4,3,7,8,10,5,2,1,5,3) # of groups=5,4
440132,-2.375799927,0.9433425998,0.6715135416,0.5755045712,0.0366457136,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.036399141,5,4,7,8,11,5,2,1,5,3) # of groups=5,3
44013F,1.5680277817,-2.151500474,-2.99725262,-0.928120029,-1.371244364,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.156495299,5,3,5,8,6,5,2,1,5,3) # of groups=5,1
440144,0.1037121723,1.4167452393,-0.169725013,-0.822076056,0.4533437869,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1707056499,5,5,8,8,9,5,2,1,5,3) # of groups=5,4
440150,0.2295260744,-0.071660702,0.3389217677,-0.546784768,-0.04907236,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.016888161,6,7,8,8,9,5,2,1,5,3) # of groups=5,3
440151,0.7499257848,1.2609976503,0.1580841343,0.3729494923,-0.698242494,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4754414543,3,3,6,8,12,5,2,1,5,3) # of groups=5,5
440153,0.3312014858,0.8664239066,1.0599863522,-0.40992923,-0.407966913,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3575341235,3,4,5,8,9,5,2,1,5,3) # of groups=5,4
440156,-0.380840372,-0.576820479,0.4675572529,-0.327398653,-0.458188335,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.234833095,7,8,9,8,11,5,2,1,5,3) # of groups=5,3
440161,0.5914892233,0.2573267105,0.8858930439,0.7468713337,0.2091248311,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.5710426482,7,8,11,8,9,5,2,1,5,3) # of groups=5,5
44016F,0.9029360874,-1.245755295,1.0446066515,1.5733801359,-1.305742143,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3438478104,5,4,6,8,5,5,2,1,5,3) # of groups=5,4
440173,-0.26671325,0.2254351439,0.1527635544,0.3732763432,-0.759248843,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.015537733,7,7,9,8,10,5,2,1,5,3) # of groups=5,3
440176,0.711663841,-0.640178079,-0.153224356,0.3353541622,0.1767483272,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0770052241,3,3,7,8,7,5,2,1,5,3) # of groups=5,4
440183,0.1191430836,-0.925540111,0.3717343347,-1.719336789,0.3613163111,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.430521929,7,7,10,8,9,5,2,1,5,3) # of groups=5,2
440184,0.6695975088,-1.928577999,0.5197516061,0.4309920689,-0.383609009,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.11384518,3,5,5,8,8,5,2,1,5,3) # of groups=5,3
440185,-0.840881935,-1.00994253,-0.80757163,-1.565424627,-0.77832272,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.022639285,6,7,8,8,10,5,2,1,5,3) # of groups=5,1
440187,-0.199088297,0.6004952006,-0.611984923,-0.306634359,0.0372972951,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.109311048,3,3,6,8,10,5,2,1,5,3) # of groups=5,3
44018F,1.8836891526,-1.74485611,1.181524273,0.5500383977,-0.448026678,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3577238555,5,4,6,8,6,5,2,1,5,3) # of groups=5,4
440193,0.4548758321,-1.0080579,0.0323220541,-1.255070539,-0.000065415,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.390712571,4,6,9,8,9,5,2,1,5,3) # of groups=5,2
440194,1.4961893027,-0.460783491,0.7631723706,-0.771844932,-0.333195823,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1858978163,6,7,8,8,10,5,2,1,5,3) # of groups=5,4
440197,0.2814523942,-0.138475761,0.41655079,0.0539545646,-0.522783239,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0722320486,6,7,8,8,7,5,2,1,5,3) # of groups=5,4
440227,-0.095319305,-0.941787215,0.8531904724,-0.396893025,0.2823648302,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.093894217,6,7,8,8,10,5,2,1,5,3) # of groups=5,3
440228,-0.816767222,0.7230672941,1.0644930736,-1.740083127,-0.566158857,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.237182859,6,7,8,8,9,5,2,1,5,3) # of groups=5,3
450002,-0.245902429,-0.490966962,0.5439796157,-2.403533066,-0.262632606,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.602728938,5,7,9,8,8,5,2,1,5,3) # of groups=5,2
450007,-0.226612706,1.4577635488,0.5750104215,0.9231834633,0.0155357018,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6023201244,5,6,8,8,11,5,2,1,5,3) # of groups=5,5
450010,-0.797588856,0.1154268456,0.2449276047,0.8404056865,-0.004731814,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0881298641,7,7,11,8,11,5,2,1,5,3) # of groups=5,4
450011,-0.285540063,-0.167200248,0.036395935,0.1495924712,-0.03842147,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.063295995,7,7,11,8,9,5,2,1,5,3) # of groups=5,3
450015,1.2628245742,0.0226290232,-1.19463138,-0.289476472,-0.512924283,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.10525485,6,8,10,8,10,5,2,1,5,3) # of groups=5,3
450018,1.2535491351,-0.944768617,-0.977633851,-0.375449563,-0.963163673,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.345326278,7,8,11,8,11,5,2,1,5,3) # of groups=5,2
450021,1.4202558604,0.1004673382,-0.037649139,0.1488953473,0.3947468736,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4064028944,7,8,11,8,9,5,2,1,5,3) # of groups=5,5
450023,-0.020481514,0.3051389311,0.3120450974,0.1421115814,0.4855075042,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2208000017,7,8,11,8,11,5,2,1,5,3) # of groups=5,4
450024,-1.138672682,-0.451898715,-0.040638263,-0.778079415,-0.207748656,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.554973435,5,7,8,8,8,5,2,1,5,3) # of groups=5,2
450028,0.5915633293,-0.536262612,1.2617539194,-0.987258237,-0.031477807,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0687778711,6,7,8,8,9,5,2,1,5,3) # of groups=5,4
450029,-0.224363445,-0.648639554,-0.107535238,-0.475785638,-0.773927146,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.41326251,6,7,10,8,10,5,2,1,5,3) # of groups=5,2
450032,-0.031077712,-1.294275487,-0.416143198,-0.627508505,-0.250972171,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.551297739,7,7,11,8,11,5,2,1,5,3) # of groups=5,2
450033,-1.077622574,0.1923127829,0.1023437172,-1.408452405,0.2058162051,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.457414121,7,8,11,8,8,5,2,1,5,3) # of groups=5,2
450034,-1.472234816,0.6616489225,0.4849479893,-0.150389399,-1.263384822,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.256332185,7,8,9,8,11,5,2,1,5,3) # of groups=5,3
450035,0.5773103446,0.4768892744,0.2404823166,-1.408452405,-0.714996179,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.110829045,4,6,7,8,8,5,2,1,5,3) # of groups=5,3
450039,0.3124908611,-0.256025367,-0.503496067,-0.792041987,-0.155678517,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.291277385,6,7,9,8,9,5,2,1,5,3) # of groups=5,3
450040,-0.867599835,0.8086127002,0.4214190308,-0.249615757,-1.317447016,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.133274091,7,7,9,8,9,5,2,1,5,3) # of groups=5,3
450042,-1.626607607,0.4991788223,0.1364318358,0.3119420286,-0.34992165,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.191382681,7,7,9,8,10,5,2,1,5,3) # of groups=5,3
450044,2.0151433519,-0.098120098,-0.00484287,1.3354099407,-1.027815828,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.5911319721,7,8,11,8,10,5,2,1,5,3) # of groups=5,5
450046,-1.114540678,0.102116898,-0.531849883,-0.599830559,-1.248201637,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.621487125,7,8,10,8,9,5,2,1,5,3) # of groups=5,2
450051,-0.380476746,0.3031206615,-0.101273512,0.5080778406,0.1603736125,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0917234472,6,8,8,8,10,5,2,1,5,3) # of groups=5,4
450054,1.2852464587,0.5170452967,-0.094241218,0.2341591328,0.1514032003,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4454545114,7,8,11,8,11,5,2,1,5,3) # of groups=5,5
450056,0.5334036539,0.4100652818,0.7374039759,0.0771869115,-0.048382568,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3809672529,7,8,11,8,9,5,2,1,5,3) # of groups=5,4
450058,-0.337780273,0.5011423336,0.864090322,-0.389412135,-0.329498513,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1008290327,7,8,9,8,10,5,2,1,5,3) # of groups=5,4
450064,-0.72377524,-1.773744903,0.8112881347,-0.094049966,0.4027259294,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.343334923,6,7,8,8,10,5,2,1,5,3) # of groups=5,2
450068,0.6369815552,-0.089461135,-0.631807198,-0.294853808,-1.187264959,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.225882724,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
450072,0.3563237987,0.2039002838,-0.942000858,-0.025234761,-0.784622057,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.183697185,5,3,9,8,9,5,2,1,5,3) # of groups=5,3
450079,1.5970539142,0.1365087275,0.4543976559,0.5983365072,0.8891945638,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.7196886447,6,6,7,8,8,5,2,1,5,3) # of groups=5,5
450080,-0.333147683,-0.236572139,0.641609964,-0.094049966,-0.968897382,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.121142847,5,3,8,8,10,5,2,1,5,3) # of groups=5,3
450083,-1.191086642,0.1487621654,0.1057126467,-0.855732425,-0.1684687,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.41453198,7,7,11,8,10,5,2,1,5,3) # of groups=5,2
450087,-0.043235241,-1.464167876,0.2346165729,-0.650061683,-0.136046261,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.439352161,7,7,8,8,6,5,2,1,5,3) # of groups=5,2
450090,1.2141696648,-0.22850097,0.0470742009,0.5761837393,0.753984186,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4444419621,3,4,6,8,8,5,2,1,5,3) # of groups=5,5
450092,0.9103983359,1.2274389717,0.5434246342,-0.943241832,-0.19437995,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3590388301,3,4,6,8,9,5,2,1,5,3) # of groups=5,4
450097,0.8262996434,-0.17780951,0.9608887076,-1.717400063,-0.041092242,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.028695738,6,7,7,8,10,5,2,1,5,3) # of groups=5,3
450101,-1.366519295,1.0883558125,-0.18137137,0.5983365072,0.3420974295,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0715880556,6,8,10,8,11,5,2,1,5,3) # of groups=5,4
450102,-1.57667977,1.2841369444,-0.071426684,-0.771844932,-0.315028113,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.287682551,7,8,11,8,10,5,2,1,5,3) # of groups=5,3
450104,-0.977995487,-0.958592234,-1.005483272,1.2278333639,0.0585935768,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.370101049,4,6,7,8,9,5,2,1,5,3) # of groups=5,2
450107,0.2922711501,-1.506177081,0.1257306852,-0.536010236,-0.24616283,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.386860346,6,8,8,8,9,5,2,1,5,3) # of groups=5,2
450119,0.8437430791,-0.462990682,-0.19038701,-1.003009694,0.3941758169,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.131480649,7,7,7,8,9,5,2,1,5,3) # of groups=5,3
450124,0.2487497019,-1.003922598,0.3859433214,0.2911956905,-0.140435303,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.034019691,4,7,6,8,7,5,2,1,5,3) # of groups=5,3
450128,1.1814251168,1.3810666965,0.2173322738,-0.784863181,-0.113190729,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4253085119,5,6,8,8,8,5,2,1,5,3) # of groups=5,5
450132,-0.399727844,-0.824156917,-0.895896095,-0.700296519,0.0242376707,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.617508502,7,8,9,8,11,5,2,1,5,3) # of groups=5,2
450133,-1.755833388,0.9710123415,0.4330616156,-0.764364042,0.0039958735,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.245067659,7,7,9,8,10,5,2,1,5,3) # of groups=5,3
450135,-1.133739507,-0.61883839,0.2492940683,-0.249615757,0.4857176174,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.327351795,7,7,9,8,8,5,2,1,5,3) # of groups=5,2
450137,1.0849196172,-0.784845785,0.5801881766,-0.231033484,0.0040232919,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1433130704,7,7,10,8,10,5,2,1,5,3) # of groups=5,4
450147,0.7296643422,-0.002125147,-0.870970761,0.1495924712,-0.0755248,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.007707577,6,8,10,8,9,5,2,1,5,3) # of groups=5,3
450148,-0.297434604,0.9660310364,-0.723970151,-0.176827742,0.5589469943,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0159893179,3,4,5,8,8,5,2,1,5,3) # of groups=5,3
450152,0.5766205962,-0.090634725,-1.072699304,-0.009483304,0.3264024029,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.091994994,5,8,8,8,10,5,2,1,5,3) # of groups=5,3
450163,0.8454184439,-1.206660031,-0.096477964,-0.801638613,-1.639467738,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.473794925,3,3,6,8,9,5,2,1,5,3) # of groups=5,2
450176,1.0730334707,-0.390535015,0.6086988996,-0.331826295,0.2855999234,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2453336239,5,6,8,8,8,5,2,1,5,3) # of groups=5,4
450184,1.4906052379,-0.107114353,-0.501374367,-0.453232459,-0.850006146,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.007646245,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
450193,1.5425599161,-0.857852338,0.3192457834,-0.232840325,-1.12602301,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0345221068,7,8,11,8,8,5,2,1,5,3) # of groups=5,3
450196,-1.331115816,-0.164598127,0.2967314122,-0.560500141,-1.376385686,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.55225247,6,7,8,8,9,5,2,1,5,3) # of groups=5,2
450200,-0.259708428,-0.662771984,-0.024185082,-0.700296519,-0.910209562,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.47155679,6,7,8,8,11,5,2,1,5,3) # of groups=5,2
450203,0.4309017617,-0.792162702,0.9065050403,-0.645763926,-0.350743342,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.064203563,6,5,8,8,9,5,2,1,5,3) # of groups=5,3
450209,-1.388668292,0.9771330798,-0.027486651,-0.877305773,0.3421679526,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.248531926,7,8,9,8,8,5,2,1,5,3) # of groups=5,3
450211,0.1253182406,-1.007455101,-0.41433441,0.1321199152,-0.521086009,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.318687619,7,7,9,8,11,5,2,1,5,3) # of groups=5,2
450213,0.0188710418,-0.448370179,0.1633165966,0.2341591328,-0.58966767,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.07780527,7,7,10,8,9,5,2,1,5,3) # of groups=5,3
450222,-0.298451193,-0.945047471,0.3486558269,-1.241106063,-0.434799905,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.522084746,7,7,9,8,10,5,2,1,5,3) # of groups=5,2
450229,0.3901753241,-0.197160817,0.1182115264,-0.31162924,-0.254723401,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.030655513,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
450231,-1.637267648,-0.678702301,0.7535326796,-0.01345421,-0.395088079,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.394106695,7,8,11,8,10,5,2,1,5,3) # of groups=5,2
450236,0.2390483579,0.5397697723,-0.331653189,0.895505518,0.5649885177,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3631861231,5,5,10,8,10,5,2,1,5,3) # of groups=5,4
450237,0.4850360466,0.7267322193,-0.503197761,-0.171832861,-0.501279681,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0579287197,7,8,9,8,11,5,2,1,5,3) # of groups=5,4
450271,-0.273406456,0.3145124862,-0.881949103,-0.156081404,-1.113406651,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.352932183,6,6,11,8,11,5,2,1,5,3) # of groups=5,2
450272,-0.669557163,0.2716687528,0.176244104,0.2715338387,-0.146110102,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.006557515,5,6,7,8,9,5,2,1,5,3) # of groups=5,3
450324,0.6299710889,-0.241119657,-0.062659376,-0.460034181,-1.108516946,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.162467301,7,7,9,8,9,5,2,1,5,3) # of groups=5,3
450330,-0.383257387,-0.056416589,-0.439539824,-0.789858062,0.2810116563,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.333474411,5,4,7,8,9,5,2,1,5,3) # of groups=5,2
450346,-0.8672064,-0.308324837,0.2692370248,-0.84689462,0.6869869231,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.303263112,7,7,11,8,9,5,2,1,5,3) # of groups=5,2
450347,0.4997522726,-0.480667114,-1.046019459,-2.1805585,-0.386816142,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.752066353,5,7,8,8,8,5,2,1,5,3) # of groups=5,1
450351,-0.527064543,0.9353589498,-1.108186406,0.4399597601,0.5892203748,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0135213524,3,3,7,8,8,5,2,1,5,3) # of groups=5,3
450352,0.5892796783,-0.097840324,-0.101435286,-0.487712126,-0.081122498,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.031230473,5,7,8,8,10,5,2,1,5,3) # of groups=5,3
450358,3.0436180992,-0.113077493,0.1920231008,0.2901161115,-0.122176602,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.7361283679,7,8,11,8,10,5,2,1,5,3) # of groups=5,5
450372,0.669659028,0.3588631515,-0.331861404,0.9349640143,0.5683674802,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4271615513,6,5,9,8,10,5,2,1,5,3) # of groups=5,5
450379,1.8708349782,1.3578044322,0.2691595805,-1.927948372,-1.453378263,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1709617447,3,5,5,8,6,5,2,1,5,3) # of groups=5,4
